"maxVal"	"cluster"	"correct"	"trueCluster"	"X21Q.AMP"	"SUM.CNAS.C2"	"SUMCNAS.C5"	"X2P16.1.AMP"	"X9P21.3.DEL"	"X18Q.AMP"	"B2M.CD70.PD1.FAS.COM"	"BCL2.COMP"	"TP53.BIALLELIC"	"PI3K.MOD"	"BLC10.NOTCH2.A20.SPEN"	"CHROM.MOD.ENZYMES"	"HIST.COMP"	"NFKBALT.RASALT.JAK.STAT.ALT.RHOA.SGK1.KLH6.CD58.CD83"	"SUMC4.MUT"	"MYD88.L265"	"MYD88.OTHER"	"CD79B.MYD88.TBL1XR1.BLIMP.ETV6.ZC3H12A"
"dlbcl_ls3387"	0.87454751313627	5	TRUE	5	0	2	0	0	0	0	2	2	0	4	1	2	10	4	16	0	0	0
"dlbcl_ls2590"	0.908011985657495	5	TRUE	5	0	2	1	0	0	0	0	0	0	0	0	2	3	4	11	0	0	0
"dlbcl_c_d_1151_nullpair"	0.909857614043264	5	TRUE	5	1	3	0	0	0	0	2	0	3	4	0	0	3	8	13	0	0	1
"dlbcl_ls1899"	0.947319170750839	5	TRUE	5	0	2	0	0	0	0	0	0	0	0	0	0	1	2	7	0	0	0
"dlbcl_mc_f139_ljf"	0.992710187515636	5	TRUE	5	1	6	0	1	0	0	2	0	0	0	0	2	4	14	23	0	0	2
"dlbcl_ricover_1138"	0.999999822785998	5	TRUE	5	0	2	0	0	0	0	4	0	0	0	2	0	4	12	17	0	0	0
"dlbcl_ricover_1247"	0.999999954798916	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	0	0	3	4	9	0	0	2
"dlbcl_ricover_338"	0.99999999999999	5	TRUE	5	0	1	0	0	0	0	2	0	0	0	0	0	0	4	8	0	0	0
"dlbcl_ls155"	1	5	FALSE	2	0	0	0	0	0	0	0	2	0	2	0	2	4	4	10	0	0	0
"dlbcl_ls3808"	1	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0
"dlbcl_ls3271"	1	5	TRUE	5	0	1	0	0	0	0	0	0	0	0	0	0	7	6	17	0	0	2
"dlbcl_ricover_361"	1	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0
"dlbcl_ls2154"	1	5	FALSE	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
"dlbcl_ricover_102"	1	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0
"dlbcl_ricover_950"	1	5	TRUE	5	0	0	0	0	0	0	0	0	0	2	0	0	3	4	9	0	0	0
"dlbcl_ricover_701"	1	5	TRUE	5	0	0	0	0	0	0	0	0	0	0	1	0	2	6	10	0	0	0
