"maxVal"	"cluster"	"correct"	"trueCluster"	"B2M.CD70.PD1.FAS.COM"	"BCL2.COMP"	"TP53.BIALLELIC"	"PI3K.MOD"	"BLC10.NOTCH2.A20.SPEN"	"CHROM.MOD.ENZYMES"	"HIST.COMP"	"NFKBALT.RASALT.JAK.STAT.ALT.RHOA.SGK1.KLH6.CD58.CD83"	"SUMC4.MUT"	"MYD88.L265"	"MYD88.OTHER"	"CD79B.MYD88.TBL1XR1.BLIMP.ETV6.ZC3H12A"	"SV.TP63"	"SV.BCL6"	"X21Q.AMP"	"SUM.CNAS.C2"	"SUMCNAS.C5"	"X2P16.1.AMP"	"X9P21.3.DEL"	"X18Q.AMP"
"dlbcl_ls2154"	0.35	5	FALSE	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
"dlbcl_c_d_1146_nullpair"	0.3528	5	FALSE	1	1	0	0	0	0	0	1	2	5	0	0	0	3	0	0	6	0	2	0	0
"dlbcl_ricover_910"	0.3832	2	FALSE	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0
"dlbcl_c_d_1112_nullpair"	0.3942	1	TRUE	1	2	0	0	0	0	2	0	2	2	0	0	0	3	0	1	3	2	0	0	0
"dlbcl_ricover_473"	0.403	4	FALSE	1	0	0	0	0	6	2	2	0	4	0	0	2	0	0	0	4	2	0	0	0
"dlbcl_mc_f139_ad"	0.438	5	FALSE	1	2	0	2	2	2	0	4	0	12	0	0	0	0	3	0	1	0	0	0	0
"dlbcl_ricover_575"	0.4472	1	TRUE	1	4	0	0	2	2	0	2	0	4	0	0	0	0	0	0	3	1	0	0	0
"dlbcl_c_d_1106_nullpair"	0.4556	3	FALSE	1	0	0	0	0	4	0	2	0	2	0	0	0	0	3	0	9	2	0	1	0
"dlbcl_ls3809"	0.4694	1	TRUE	1	2	0	0	0	0	0	0	0	0	0	0	4	0	3	1	3	2	0	0	1
"dlbcl_ls3866"	0.5156	1	TRUE	1	0	0	0	0	2	0	2	2	4	0	0	0	0	0	0	1	0	0	0	0
"dfcidl004_dt"	0.5166	1	TRUE	1	3	0	0	0	4	0	2	0	2	0	0	4	0	0	0	0	0	0	0	0
"dlbcl_ls2595"	0.522	1	TRUE	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dlbcl_c_d_1154_nullpair"	0.5592	1	TRUE	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	1	0	0	0
"dlbcl_ls2367"	0.5948	1	TRUE	1	2	0	0	2	0	0	1	4	5	0	0	2	0	3	0	5	2	0	0	1
"dlbcl_ricover_826"	0.6188	1	TRUE	1	2	0	1	2	2	0	2	2	8	0	0	2	0	3	0	5	1	0	0	0
"dlbcl_bwh_dlbcl64"	0.6292	5	FALSE	1	0	0	0	0	0	2	6	4	10	0	0	0	0	3	0	8	0	2	0	0
"dlbcl_c_d_1132_nullpair"	0.6354	1	TRUE	1	2	0	0	0	2	0	0	2	5	0	0	0	0	0	0	1	0	0	0	0
"dlbcl_ricover_181"	0.638	1	TRUE	1	0	0	0	0	4	2	1	4	5	0	0	2	0	3	0	3	2	0	0	1
"dfcidl001_dt"	0.646	1	TRUE	1	5	0	0	2	2	0	2	2	4	0	0	0	0	3	0	7	0	2	0	0
"dlbcl_ls2978"	0.6618	1	TRUE	1	4	0	2	0	0	0	4	0	4	0	2	2	3	3	0	6	0	2	0	0
"dlbcl_ricover_120"	0.674	1	TRUE	1	2	0	0	0	2	2	0	0	0	0	0	2	0	3	0	4	2	0	0	0
"dlbcl_ricover_1144"	0.687	1	TRUE	1	2	0	0	0	2	0	2	2	6	2	2	4	0	3	0	1	0	0	0	0
"dlbcl_ricover_829"	0.7262	1	TRUE	1	2	0	2	0	4	0	1	0	4	0	2	5	0	3	0	5	2	0	0	0
"dlbcl_ls1757"	0.7276	1	TRUE	1	4	0	1	0	2	2	0	4	4	0	2	2	3	3	0	7	0	0	0	0
"dlbcl_mc_f132_mlm"	0.7398	1	TRUE	1	0	0	0	0	4	0	2	2	4	0	2	4	0	3	0	1	0	0	0	0
"dlbcl_mc_f648_jkw"	0.7468	1	TRUE	1	2	0	2	0	0	0	0	2	4	0	0	0	0	3	0	4	2	0	0	0
"dlbcl_c_d_1114_nullpair"	0.7494	1	TRUE	1	2	0	0	0	0	0	4	0	4	0	2	2	0	3	0	2	0	0	0	0
"dlbcl_ricover_1150"	0.77	1	TRUE	1	5	0	0	0	0	0	1	2	3	0	0	2	0	3	1	4	2	0	0	1
"dlbcl_c_d_1155_nullpair"	0.7754	1	TRUE	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	2	0	0
"dlbcl_ricover_865"	0.859	1	TRUE	1	5	0	1	1	4	0	2	3	5	0	0	0	0	3	0	5	2	0	0	0
"dlbcl_c_d_1128_nullpair"	0.8674	1	TRUE	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"dlbcl_ricover_478"	0.8702	4	FALSE	1	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	6	4	0	0	1
"dlbcl_ricover_290"	0.8738	1	TRUE	1	4	0	0	0	3	1	2	0	2	0	2	2	0	3	0	2	1	1	0	0
"dlbcl_ls378"	0.8978	1	TRUE	1	2	0	0	0	2	2	3	0	3	0	2	2	0	3	0	3	0	0	0	0
"dlbcl_mayo_dlbcl_5613"	0.914	1	TRUE	1	2	0	0	0	2	0	0	2	2	0	0	0	0	3	0	3	2	0	0	0
"dlbcl_ricover_694"	0.9162	1	TRUE	1	2	0	0	0	0	0	2	0	2	0	0	0	0	3	0	0	0	0	0	0
"dfcidl010_dt"	0.9176	1	TRUE	1	4	0	0	0	2	0	2	2	4	0	0	0	0	3	0	2	0	0	0	0
"dlbcl_c_d_1130_nullpair"	0.9638	1	TRUE	1	2	0	0	0	4	1	2	0	2	0	0	0	3	3	0	6	0	0	0	0
"dlbcl_c_d_1123_nullpair"	0.9646	1	TRUE	1	5	0	0	0	4	0	2	0	4	0	0	0	0	3	0	6	1	0	0	0
"dlbcl_mayo_dlbcl_234"	0.3124	2	TRUE	2	0	0	0	2	2	4	4	2	6	0	0	4	0	0	0	2	0	2	0	0
"dlbcl_mc_f927_jhs"	0.3452	4	FALSE	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"dlbcl_ricover_197"	0.3714	5	FALSE	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0
"dlbcl_mc_f362_mjb1"	0.3788	3	FALSE	2	0	3	1	0	0	4	0	0	2	0	0	2	0	0	0	8	0	0	1	0
"dlbcl_ricover_978"	0.3914	2	TRUE	2	2	0	0	2	6	4	4	0	6	0	0	0	0	0	0	7	1	1	0	0
"dlbcl_ls762"	0.3946	2	TRUE	2	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	2	0	0	1
"dlbcl_ricover_577"	0.4048	2	TRUE	2	0	0	0	3	2	6	2	0	2	0	0	0	0	0	0	3	4	0	0	2
"dlbcl_mc_f815_bat"	0.4168	2	TRUE	2	0	5	0	0	0	2	1	4	7	0	2	3	3	0	0	6	1	2	0	0
"dlbcl_ls2245"	0.4434	2	TRUE	2	2	5	1	0	0	4	0	4	4	0	0	0	0	3	0	11	1	1	0	0
