SampleName	cluster	silhouetteValue
DLBCL_RICOVER_111	2	0.164425317678363
DLBCL_RICOVER_1263	2	0.135515522319174
DLBCL_RICOVER_1269	2	-0.0909593808322352
DLBCL_RICOVER_1283	2	0.0833753224465278
DLBCL_RICOVER_197	2	0.0443739551633061
DLBCL_RICOVER_208	2	-0.0174015111110356
DLBCL_RICOVER_216	2	0.0167047737517236
DLBCL_RICOVER_267	2	0.155147304307344
DLBCL_RICOVER_269	2	0.119829443752007
DLBCL_RICOVER_320	2	0.215390253187797
DLBCL_RICOVER_384	2	0.0998071615579713
DLBCL_RICOVER_440	2	0.0313289294147419
DLBCL_RICOVER_463	2	0.135118641151697
DLBCL_RICOVER_469	2	0.0239094459421401
DLBCL_RICOVER_577	2	-0.0971701377912481
DLBCL_RICOVER_744	2	0.0840932732284168
DLBCL_RICOVER_978	2	-0.130748855702458
DFCIDL003_DT	3	-0.0830730434642953
DLBCL_C_D_1108_NULLPAIR	3	0.0473981603649131
DLBCL_C_D_1111_NULLPAIR	3	0.030842837673583
DLBCL_C_D_1117_NULLPAIR	3	0.10247723223847
DLBCL_C_D_1118_NULLPAIR	3	0.154884542728326
DLBCL_C_D_1119_NULLPAIR	3	0.000773537523593556
DLBCL_C_D_1126_NULLPAIR	3	0.0192820391103219
DLBCL_C_D_1131_NULLPAIR	3	0.18963397304636
DLBCL_C_D_1135_NULLPAIR	3	-0.0397133818061165
DLBCL_C_D_1136_NULLPAIR	3	0.0131061878816826
DLBCL_C_D_1149_NULLPAIR	3	0.0842989870218316
DLBCL_C_D_1152_NULLPAIR	3	-0.0259154507536558
DLBCL_C_D_PAIR13	3	0.0513721184136024
DLBCL_C_D_PAIR5	3	0.163766078447071
DLBCL_C_D_PAIR9	3	0.155903263683515
DLBCL_DFCI_DLBCL_GOE05	3	0.166028220702999
DLBCL_DFCI_DLBCL_GOE07	3	0.202328366114496
DLBCL_LS1065	3	0.169433301778788
DLBCL_LS146	3	-0.00616886903167595
DLBCL_LS1668	3	0.230218556006788
DLBCL_LS1921	3	-0.00569309942663316
DLBCL_LS2089	3	0.0289215632482281
DLBCL_LS2258	3	0.0385908645029799
DLBCL_LS2328	3	0.0163936200335596
DLBCL_LS3085	3	0.163463293259912
DLBCL_LS3204	3	0.108591459128978
DLBCL_LS3245	3	0.161915509617554
DLBCL_LS3309	3	0.0370670008735174
DLBCL_LS3749	3	0.0880207530981991
DLBCL_LS4054	3	0.121589918647418
DLBCL_LS88	3	0.0692832603324012
DLBCL_MAYO_DLBCL_7359	3	0.113532635203719
DLBCL_MC_F089_HCZ	3	-0.00420604779898595
DLBCL_MC_F210_GWC	3	-0.0195666139778642
DLBCL_MC_F496DMP	3	0.113130168610051
DLBCL_MC_F500_ECU	3	-0.138868893324644
DLBCL_MC_F502_RFK	3	0.222087161326696
DLBCL_MC_F729_MAN	3	0.0808179857694869
DLBCL_MC_F739_AMA3	3	0.174872354913281
DLBCL_MC_F959_ERM	3	0.263600981661155
DLBCL_MC_F990_MNA	3	0.200553228543734
DLBCL_RICOVER_1060	3	0.145996526229665
DLBCL_RICOVER_107	3	-0.109747842880889
DLBCL_RICOVER_1072	3	-0.0075913213009992
DLBCL_RICOVER_1165	3	-0.0991026706754668
DLBCL_RICOVER_1169	3	0.134898205180884
DLBCL_RICOVER_1210	3	0.1739612042893
DLBCL_RICOVER_1235	3	0.0877882118589057
DLBCL_RICOVER_126	3	0.081863416051301
DLBCL_RICOVER_174	3	-0.0821611835912323
DLBCL_RICOVER_253	3	0.128290329649093
DLBCL_RICOVER_266	3	-0.0037463585240176
DLBCL_RICOVER_288	3	-0.0111034780372429
DLBCL_RICOVER_299	3	-0.0631986171661398
DLBCL_RICOVER_325	3	0.218541905777858
DLBCL_RICOVER_335	3	0.0534824226564463
DLBCL_RICOVER_401	3	0.0352695472309169
DLBCL_RICOVER_496	3	0.101200141652583
DLBCL_RICOVER_533	3	0.00135391173359635
DLBCL_RICOVER_623	3	0.0870458379054564
DLBCL_RICOVER_678	3	0.0522109177215191
DLBCL_RICOVER_780	3	-0.0254843631902202
DLBCL_RICOVER_787	3	0.079811475329802
DLBCL_RICOVER_822	3	0.0566740892855874
DLBCL_RICOVER_839	3	0.0256400521665405
DLBCL_RICOVER_948	3	-0.0387379303163537
DFCIDL008_DT	4	0.147204431700138
DLBCL_C_D_1104_NULLPAIR	4	-0.0102997014704941
DLBCL_C_D_1105_NULLPAIR	4	0.0862063697339508
DLBCL_C_D_1120_NULLPAIR	4	0.121582330240402
DLBCL_C_D_1124_NULLPAIR	4	0.0830315423904721
DLBCL_C_D_1125_NULLPAIR	4	-0.0149638232995064
DLBCL_C_D_1140_NULLPAIR	4	0.0513000574458154
DLBCL_C_D_1142_NULLPAIR	4	-0.0601655280499704
DLBCL_C_D_1144_NULLPAIR	4	0.174025847304106
DLBCL_C_D_1145_NULLPAIR	4	-0.134266494854954
DLBCL_C_D_1163_NULLPAIR	4	0.0283793425057831
DLBCL_C_D_1166_NULLPAIR	4	0.0784179110895544
DLBCL_C_D_PAIR20	4	0.0214847628800941
DLBCL_LS1304	4	0.125551543178397
DLBCL_LS148	4	-0.0610790810714211
DLBCL_LS1546	4	0.136596763435304
DLBCL_LS1583	4	0.0483375424014571
DLBCL_LS1683	4	0.0804395479694594
DLBCL_LS2208	4	0.112324085770942
DLBCL_LS2596	4	-0.0620281762227472
DLBCL_LS3200	4	0.174480504160747
DLBCL_LS4085	4	0.0718383148881099
DLBCL_MC_F089_MLB	4	0.0740334888629977
DLBCL_MC_F339_JPS2	4	0.22874942481803
DLBCL_MC_F519_ALT	4	0.0876612394848344
DLBCL_RICOVER_1032	4	0.0608697556857854
DLBCL_RICOVER_105	4	0.135197459704706
DLBCL_RICOVER_1106	4	-0.0256086521355675
DLBCL_RICOVER_1190	4	0.0834847429334364
DLBCL_RICOVER_1192	4	0.171307386831476
DLBCL_RICOVER_1204	4	0.0621418953356899
DLBCL_RICOVER_1219	4	0.132648415356376
DLBCL_RICOVER_1237	4	0.0160362922506205
DLBCL_RICOVER_1248	4	0.0785207928797953
DLBCL_RICOVER_1257	4	0.118081827921418
DLBCL_RICOVER_1278	4	0.052333817759305
DLBCL_RICOVER_1287	4	0.00187822040153163
DLBCL_RICOVER_1289	4	0.0673821214049138
DLBCL_RICOVER_1293	4	0.00957847357015111
DLBCL_RICOVER_1329	4	-0.0581622533367585
DLBCL_RICOVER_134	4	0.114346411536239
DLBCL_RICOVER_150	4	0.138588658951341
DLBCL_RICOVER_173	4	0.0944930668768026
DLBCL_RICOVER_215	4	0.00570042196010853
DLBCL_RICOVER_221	4	-0.0691085639110705
DLBCL_RICOVER_224	4	0.182826021331591
DLBCL_RICOVER_314	4	0.183515784648244
DLBCL_RICOVER_417	4	0.0259844012817801
DLBCL_RICOVER_431	4	0.100714086183513
DLBCL_RICOVER_449	4	0.170020741713076
DLBCL_RICOVER_467	4	-0.115913748543832
DLBCL_RICOVER_506	4	0.0156924545428559
DLBCL_RICOVER_543	4	-0.00844317186812654
DLBCL_RICOVER_583	4	0.139825938120297
DLBCL_RICOVER_585	4	0.0405959578915444
DLBCL_RICOVER_685	4	0.087214990950199
DLBCL_RICOVER_704	4	0.0324687265852431
DLBCL_RICOVER_712	4	0.0347086495274393
DLBCL_RICOVER_720	4	0.0572556160318797
DLBCL_RICOVER_763	4	0.0830498522549061
DLBCL_RICOVER_773	4	-0.0946158685727199
DLBCL_RICOVER_850	4	-0.0325519608720886
DLBCL_RICOVER_956	4	0.134435970672308
DLBCL_RICOVER_99	4	0.141694187645933
DLBCL_C_D_1103_NULLPAIR	5	0.119773984855875
DLBCL_C_D_1107_NULLPAIR	5	0.0601033859940564
DLBCL_C_D_1109_NULLPAIR	5	0.067968402893592
DLBCL_C_D_1121_NULLPAIR	5	0.0729967107564918
DLBCL_C_D_1138_NULLPAIR	5	0.0568563608963181
DLBCL_C_D_1139_NULLPAIR	5	0.252632881144151
DLBCL_C_D_1148_NULLPAIR	5	0.0669375492843344
DLBCL_C_D_1150_NULLPAIR	5	-0.0623081493676573
DLBCL_C_D_1151_NULLPAIR	5	0.0222152031822364
DLBCL_C_D_1153_NULLPAIR	5	0.0942891740829827
DLBCL_C_D_1159_NULLPAIR	5	-0.115847477889348
DLBCL_DFCI_DLBCL_GOE08	5	0.0426458991989005
DLBCL_LS1899	5	0.139794292661602
DLBCL_LS2264	5	0.0849071708242298
DLBCL_LS2357	5	0.0181201497671505
DLBCL_LS2590	5	0.0455076017389838
DLBCL_LS3271	5	0.0725749022711571
DLBCL_LS3387	5	0.0612884419464782
DLBCL_LS3499	5	-0.0726051853579626
DLBCL_LS3808	5	0.065732636632091
DLBCL_LS951	5	0.0581567123704563
DLBCL_MAYO_DLBCL_3653	5	0.021318463370385
DLBCL_MC_F139_LJF	5	0.148080173910759
DLBCL_MC_F218_RAP	5	0.0618476920231028
DLBCL_RICOVER_1018	5	0.15084428563584
DLBCL_RICOVER_102	5	0.0592942229049104
DLBCL_RICOVER_1045	5	0.0837185981468653
DLBCL_RICOVER_1061	5	-0.0334965084708925
DLBCL_RICOVER_1081	5	0.102593233677525
DLBCL_RICOVER_1138	5	0.0635221064865592
DLBCL_RICOVER_1199	5	0.229176066356783
DLBCL_RICOVER_1247	5	0.0958500873552765
DLBCL_RICOVER_1299	5	0.0336465972539538
DLBCL_RICOVER_148	5	0.0132829596512919
DLBCL_RICOVER_151	5	-0.000286726628988213
DLBCL_RICOVER_274	5	0.00216220591489793
DLBCL_RICOVER_336	5	0.0575072236091795
DLBCL_RICOVER_338	5	0.0875076196691099
DLBCL_RICOVER_342	5	0.120939961745705
DLBCL_RICOVER_361	5	0.124822484932193
DLBCL_RICOVER_408	5	0.100589675789515
DLBCL_RICOVER_522	5	-0.123012220436009
DLBCL_RICOVER_554	5	-0.0207661117793678
DLBCL_RICOVER_597	5	0.00686787597566797
DLBCL_RICOVER_617	5	0.0134096742329216
DLBCL_RICOVER_692	5	0.0569052906646233
DLBCL_RICOVER_701	5	0.146376165392718
DLBCL_RICOVER_711	5	0.135249887823463
DLBCL_RICOVER_866	5	0.00470022052652196
DLBCL_RICOVER_950	5	0.0717277949356558
DLBCL_RICOVER_985	5	0.161155416959285
