SampleName	cluster	silhouetteValue
DFCIDL001_DT	1	0.10101928232207
DFCIDL004_DT	1	0.00838697667576852
DFCIDL010_DT	1	0.00731023619442136
DLBCL_BWH_DLBCL64	1	0.0161098697884873
DLBCL_C_D_1106_NULLPAIR	1	0.0714632489491283
DLBCL_C_D_1112_NULLPAIR	1	0.136963409647083
DLBCL_C_D_1114_NULLPAIR	1	0.0475742497590424
DLBCL_C_D_1115_NULLPAIR	1	0.0661514063512661
DLBCL_C_D_1123_NULLPAIR	1	0.0744912785752896
DLBCL_C_D_1128_NULLPAIR	1	0.00867159222065381
DLBCL_C_D_1129_NULLPAIR	1	0.0790064867666976
DLBCL_C_D_1130_NULLPAIR	1	-0.0706290492770781
DLBCL_C_D_1132_NULLPAIR	1	-0.00430912885838548
DLBCL_C_D_1134_NULLPAIR	1	0.0577429767976031
DLBCL_C_D_1146_NULLPAIR	1	0.17658906955119
DLBCL_C_D_1154_NULLPAIR	1	0.0554192077001556
DLBCL_C_D_1155_NULLPAIR	1	-0.0172760877910898
DLBCL_C_D_1156_NULLPAIR	1	0.0714032881856134
DLBCL_C_D_1158_NULLPAIR	1	0.146498867863526
DLBCL_C_D_PAIR2	1	-0.0149904739531091
DLBCL_C_D_PAIR22	1	-0.0123035301482137
DLBCL_C_D_PAIR23	1	-0.0720336537647952
DLBCL_LS1757	1	-0.100861818709209
DLBCL_LS2154	1	0.0770644812638527
DLBCL_LS2367	1	-0.045547988500854
DLBCL_LS2595	1	0.15132071168811
DLBCL_LS2978	1	0.12799349620788
DLBCL_LS378	1	0.182654849448428
DLBCL_LS3809	1	0.0525536529132573
DLBCL_LS3866	1	0.244536321140586
DLBCL_LS4323	1	0.14400514432903
DLBCL_LS4394	1	0.10856487973481
DLBCL_MAYO_DLBCL_5613	1	0.147796483180146
DLBCL_MC_F132_MLM	1	0.0318247982628167
DLBCL_MC_F139_AD	1	-0.00191803817531437
DLBCL_MC_F262_WLC	1	0.214642537865708
DLBCL_MC_F300_TBF	1	0.0491259409273962
DLBCL_MC_F307_JPS	1	-0.00717408299007968
DLBCL_MC_F648_JKW	1	0.112144870830001
DLBCL_RICOVER_1144	1	-0.0167283641942707
DLBCL_RICOVER_1150	1	-0.00154569740186432
DLBCL_RICOVER_120	1	0.0482726233196701
DLBCL_RICOVER_181	1	0.195459398007061
DLBCL_RICOVER_258	1	0.109673442256264
DLBCL_RICOVER_290	1	0.0769597365259739
DLBCL_RICOVER_451	1	-0.0054781805973537
DLBCL_RICOVER_473	1	-0.028637462493794
DLBCL_RICOVER_478	1	-0.00143878409349086
DLBCL_RICOVER_575	1	-0.0300032321637438
DLBCL_RICOVER_694	1	0.0297950434816134
DLBCL_RICOVER_826	1	-0.0165674002642842
DLBCL_RICOVER_829	1	0.018404208702163
DLBCL_RICOVER_865	1	0.00120291205325868
DLBCL_RICOVER_910	1	0.0214787841318311
DLBCL_RICOVER_945	1	0.133849185340824
DLBCL_RICOVER_977	1	0.147225578593782
DFCIDL009_DT	2	0.13537164725609
DLBCL_C_D_1110_NULLPAIR	2	0.0957927416970107
DLBCL_C_D_1113_NULLPAIR	2	-0.0357599653628297
DLBCL_C_D_1127_NULLPAIR	2	0.0158359906191239
DLBCL_C_D_1133_NULLPAIR	2	0.107981335423552
DLBCL_C_D_1141_NULLPAIR	2	0.132516316582936
DLBCL_C_D_1157_NULLPAIR	2	-0.00622170311412256
DLBCL_C_D_1162_NULLPAIR	2	-0.0186927209053859
DLBCL_DFCI_DLBCL_GOE16	2	-0.00652729504590214
DLBCL_LS1098	2	-0.086888862635106
DLBCL_LS1395	2	-2.4769691275304e-05
DLBCL_LS155	2	-0.011769994182815
DLBCL_LS1620	2	0.027974198230464
DLBCL_LS2245	2	-0.0259756061719866
DLBCL_LS2305	2	0.0601236533916255
DLBCL_LS2325	2	0.0286008506554271
DLBCL_LS2599	2	0.292638983184754
DLBCL_LS297	2	0.0434093371683868
DLBCL_LS3615	2	0.171936601395951
DLBCL_LS3820	2	-0.104859844474824
DLBCL_LS4592	2	0.155518172512158
DLBCL_LS4593	2	0.0963596984289326
DLBCL_LS4616	2	0.0937058884520912
DLBCL_LS4618	2	0.0426871522220154
DLBCL_LS4619	2	0.128135708853409
DLBCL_LS762	2	0.112040495267441
DLBCL_LS843	2	0.271862972015732
DLBCL_MAYO_DLBCL_234	2	-0.0595402976641682
DLBCL_MC_F064AB	2	0.0354590847863637
DLBCL_MC_F344_CJS	2	0.134886028122271
DLBCL_MC_F349_BJJ	2	0.0145085505543018
DLBCL_MC_F358_WDS	2	-0.0207364830362239
DLBCL_MC_F362_MJB1	2	-0.049805388463412
DLBCL_MC_F606_DMJ	2	-0.0197126992171027
DLBCL_MC_F815_BAT	2	0.0766369708289955
DLBCL_MC_F927_JHS	2	0.111699027497333
DLBCL_RICOVER_1013	2	0.161425884259694
DLBCL_RICOVER_1046	2	-0.133472717156809
